brand,model,fuel type,transmission,price,month,units_sold,year
Mahindra,XUV500,,,3764260.695,Mar-24,441,2023
Tata,Nexon,,,3696977.495,May-18,441,2019
Maruti,Baleno,,,3918921.802,Mar-20,445,2018
Hyundai,Creta,,,2741569.582,Dec-21,379,2024
Mercedes,E-Class,,,3944551.398,Dec-24,361,2025
Hyundai,Aura,"CNG, Petrol","Manual, Automatic",651351.8346,"Dec, 2024",432,2025
Maruti Suzuki,Invicto,Petrol,Automatic,2474427.003,"Dec, 2024",127,2022
Honda,Civic,,,2554075.61,Aug-21,456,2024
Honda,Civic,,,1252318.256,Jun-22,537,2024
Honda,CR-V,,,1016739.371,Jun-24,844,2020
Toyota,Corolla,,,1841089.318,Sep-22,298,2019
Toyota,Corolla,,,1720199.646,Apr-19,533,2023
Kia,Seltos,"Diesel, Petrol","Manual, Automatic",1051389.611,"Sep, 2024",982,2019
Tata,Nexon 2017-2023,"Diesel, Petrol","Manual, Automatic",800016.9607,"Sep, 2023",801,2020
Maruti,Baleno,,,3919027.381,Mar-20,515,2024
Maruti,Brezza,,,732183.2795,Feb-20,595,2021
Volkswagen,Virtus,Petrol,"Manual, Automatic",1145943.017,"Oct, 2024",950,2021
Toyota,Camry 2022-2023,Petrol,Automatic,4584125.366,"Oct, 2024",780,2024
BMW,X1,,,942882.777,Dec-20,555,2023
Skoda,Kushaq,Petrol,"Manual, Automatic",1117181.12,"Dec, 2024",299,2021
Maruti,Brezza,,,670809.1175,Nov-22,489,2024
MG,Astor,Petrol,"Manual, Automatic",999248.4685,"Oct, 2024",797,2023
Volkswagen,Taigun,Petrol,"Manual, Automatic",1150867.342,"Sep, 2024",678,2018
Ford,Figo,,,2414448.01,Nov-18,405,2025
Mahindra,Marazzo,Diesel,Manual,1397461.442,"Nov, 2024",623,2022
Kia,Carens,,,3650564.04,May-23,793,2023
Renault,Triber,Petrol,"Manual, Automatic",597992.3324,"Oct, 2024",486,2018
Honda,Civic,,,3953440.954,Apr-24,309,2024
Kia,Sonet,,,3254174.183,Jun-22,937,2021
BMW,X1,,,1179430.21,Aug-20,612,2021
Tata,Nexon,,,3933963.991,Jan-22,567,2022
Kia,Sonet,,,2308236.923,Nov-23,531,2025
Ford,EcoSport,,,3912522.348,Apr-23,628,2025
MG,Gloster,Diesel,Automatic,3855163.42,"Aug, 2024",615,2025
Mahindra,Thar,,,3833621.747,Jul-18,845,2022
Mercedes,C-Class,,,2767990.468,Sep-22,641,2024
Maruti,Baleno,,,3326456.303,Nov-22,555,2023
Kia,Carens,,,1116730.206,Dec-22,137,2022
Hyundai,Creta,,,1843213.989,Sep-19,660,2023
Honda,Civic,,,2048391.706,Nov-23,788,2018
Skoda,Superb,Petrol,Automatic,5412273.438,"Nov, 2024",124,2022
Honda,Civic,,,832900.2901,Nov-20,704,2018
Tata,Nexon,,,2124364.11,Mar-19,440,2019
BMW,X1,,,3570225.649,Dec-22,447,2021
Maruti,Baleno,,,1994908.699,Oct-23,455,2023
Tata,Harrier,,,3127212.673,Feb-18,502,2023
Tata,Harrier,,,2613007.814,Mar-22,656,2021
Maruti,Brezza,,,3858668.2,Oct-22,650,2020
Toyota,Fortuner,,,3632710.949,Oct-24,401,2021
Hyundai,Creta,,,2572607.757,Nov-20,332,2024
Mahindra,Thar,,,2699321.599,Nov-24,657,2018
Maruti Suzuki,Swift,"CNG, Petrol","Manual, Automatic",657688.4857,"Aug, 2024",728,2020
Mahindra,Thar,,,1822096.587,Oct-22,916,2023
Kia,Sonet,,,2748353.487,Apr-22,833,2021
Hyundai,i20,,,1961680.427,Sep-18,595,2023
Hyundai,Creta,,,446873.5039,Apr-24,495,2022
Maruti Suzuki,Ertiga,"CNG, Petrol","Manual, Automatic",884754.4156,"Nov, 2024",887,2019
Hyundai,Creta,,,1928240.51,Nov-20,966,2023
Mahindra,XUV500,,,1252277.992,Dec-22,946,2022
BMW,X5,,,997018.7835,Jul-19,696,2023
Maruti Suzuki,Brezza,"CNG, Petrol","Manual, Automatic",856604.9523,"Dec, 2024",651,2018
Ford,Endeavour,,,3520706.392,May-25,949,2020
Kia,Sonet,"Diesel, Petrol","Manual, Automatic",819233.4017,"Aug, 2024",927,2021
Mahindra,Scorpio-N,"Diesel, Petrol","Manual, Automatic",1418265.371,"Sep, 2024",53,2025
Toyota,Camry,,,2379774.333,Dec-23,414,2024
Toyota,Corolla,,,1636976.204,Feb-20,914,2021
Mercedes,C-Class,,,1908897.734,Feb-20,736,2021
Tata,Nexon,,,1054483.11,Apr-22,714,2023
Mercedes,E-Class,,,417730.0748,Mar-24,666,2020
Tata,Nexon,,,1290721.036,Jan-21,834,2021
BMW,X1,,,3139459.318,May-24,80,2020
Maruti Suzuki,Ciaz,Petrol,"Manual, Automatic",955187.4645,"Sep, 2024",199,2020
BMW,X5,,,3715227.121,Mar-18,870,2018
Maruti,Baleno,,,3836379.161,Jan-24,142,2018
Tata,Nexon,,,467438.6491,Oct-20,333,2020
Ford,Figo,,,1064502.902,Sep-23,992,2021
Mercedes,E-Class,,,682363.0797,Jul-21,289,2020
Tata,Harrier,,,594917.5396,Apr-25,908,2023
Ford,EcoSport,,,758994.0022,Oct-21,748,2024
Tata,Nexon,,,1296363.307,Feb-23,469,2024
Maruti,Baleno,,,872911.2817,Sep-25,354,2021
Tata,Nexon,,,1902906.585,Oct-22,214,2023
Mahindra,XUV500,,,1216304.957,Oct-25,610,2019
BMW,X5,,,2164600.359,Feb-20,332,2021
Maruti,Baleno,,,687209.616,Jan-23,582,2021
Ford,Figo,,,777620.2962,Feb-23,997,2023
MG,Hector,"Diesel, Petrol","Manual, Automatic",1401021.195,"Oct, 2024",892,2023
Maruti,Baleno,,,2048284.567,Nov-19,888,2024
Toyota,Fortuner,,,631714.4959,Sep-22,997,2022
Kia,Sonet,,,971309.2155,Jun-20,405,2019
Mercedes,E-Class,,,1394759.689,Apr-18,535,2025
Ford,Endeavour,,,773797.1481,May-23,925,2023
Tata,Harrier,,,1424563.265,Jan-19,576,2020
Mercedes,C-Class,,,670514.3011,Mar-20,671,2019
Hyundai,Creta,,,986561.2514,Apr-24,256,2020
MG,Windsor EV,Unknown,Automatic,1429425.667,"Nov, 2024",693,2021
Tata,Safari,Diesel,"Manual, Automatic",1572812.75,"Oct, 2024",371,2022
Maruti Suzuki,Ignis,Petrol,"Manual, Automatic",537591.4352,"Sep, 2024",104,2018
Mahindra,Thar,,,1886340.267,Mar-24,531,2023
Tata,Nexon,,,2406314.168,Aug-23,876,2020
Honda,CR-V,,,3585531.335,Jul-21,959,2022
Mahindra,Marazzo,Diesel,Manual,1376926.405,"Nov, 2024",90,2021
Hyundai,Creta,,,1724836.372,Oct-21,601,2022
Mercedes,GLA,,,1474046.064,Jun-24,608,2020
Mahindra,Thar,,,1352136.967,May-23,244,2018
Maruti Suzuki,S-Presso,"CNG, Petrol","Manual, Automatic",399191.2877,"Sep, 2024",883,2024
Hyundai,Creta,,,3394080.386,Sep-21,86,2018
Honda,CR-V,,,3871717.939,Jul-24,793,2024
Toyota,Fortuner,,,657756.6299,Sep-22,993,2018
Tata,Harrier,,,776574.5558,May-23,344,2018
Mahindra,Scorpio,,,2717246.179,Jan-21,460,2018
BMW,X5,,,2721478.745,Dec-23,475,2025
Tata,Harrier,,,536946.8626,Apr-20,106,2024
Kia,Sonet,,,663212.7443,Nov-22,264,2019
Maruti,Brezza,,,1101762.686,Sep-23,548,2025
Mercedes,E-Class,,,2562437.122,Mar-18,676,2025
Mercedes,C-Class,,,2761858.773,Sep-22,122,2025
Maruti,Baleno,,,953058.4923,May-21,228,2025
Maruti,Baleno,,,1723972.582,Jan-25,116,2019
Hyundai,i20,,,1846128.928,Jun-20,351,2021
Kia,Carens,"Diesel, Petrol","Manual, Automatic",1056864.486,"Aug, 2024",360,2022
Hyundai,Creta 2018-2023,"Diesel, Petrol","Manual, Automatic",1101553.622,"Dec, 2023",134,2023
Honda,Elevate,Petrol,"Manual, Automatic",1154198.944,"Nov, 2024",392,2023
Mercedes,E-Class,,,1630679.684,Jun-21,888,2023
Maruti Suzuki,Invicto,Petrol,Automatic,2552743.147,"Nov, 2024",979,2024
Maruti,Brezza,,,757729.0311,Feb-20,776,2019
BMW,3 Series,,,1138053.604,Feb-19,936,2023
Maruti Suzuki,Dzire 2018-2023,"CNG, Petrol","Manual, Automatic",655702.9495,"Sep, 2024",734,2019
Honda,Civic,,,1411403.869,Feb-24,777,2019
Tata,Altroz,,,2075852.27,Jul-23,663,2021
Mahindra,Thar,,,1431759.218,Jan-21,648,2025
Honda,Accord,,,2496547.712,Mar-19,339,2024
Kia,Sonet,,,885399.411,Dec-22,272,2022
Maruti,Baleno,,,3810209.099,Dec-21,777,2020
Tata,Altroz,,,3849645.199,Aug-25,233,2019
Tata,Altroz,,,2872478.978,Aug-21,683,2022
Kia,Sonet,,,439251.9613,Dec-21,382,2018
Mahindra,Bolero,Diesel,Manual,975040.1347,"Oct, 2024",132,2021
Maruti Suzuki,Alto K10,"CNG, Petrol","Manual, Automatic",402172.4017,"Oct, 2024",401,2023
Renault,KWID,Petrol,"Manual, Automatic",483559.1251,"Nov, 2024",103,2023
Kia,Sonet,,,2870080.191,Jun-19,305,2025
Tata,Altroz,Petrol + 2,"Manual, Automatic",671015.3607,"Oct, 2024",878,2022
Hyundai,Aura,"CNG, Petrol","Manual, Automatic",648750.224,"Aug, 2024",766,2018
Honda,Accord,,,3459660.558,May-24,285,2020
Tata,Altroz,,,3486003.943,Apr-19,956,2025
Tata,Punch,"CNG, Petrol","Manual, Automatic",609578.5284,"Dec, 2024",720,2019
Tata,Nexon,,,1225273.683,Feb-23,177,2019
Kia,Sonet,,,2186117.917,Jun-18,389,2025
Kia,Sonet,"Diesel, Petrol","Manual, Automatic",820403.0734,"Sep, 2024",389,2020
Honda,Accord,,,3486870.11,May-24,355,2018
Maruti,Brezza,,,2199532.976,Sep-25,736,2022
Toyota,Camry,,,1722234.925,Feb-22,156,2019
Mahindra,XUV400 EV,Unknown,Unknown,1563858.981,"Jul, 2024",739,2022
Jeep,Meridian 2022-2023,Diesel,"Manual, Automatic",3356806.252,"Jun, 2024",340,2019
Mahindra,Scorpio,,,2423060.897,Oct-18,382,2023
Maruti,Swift,,,3271227.522,Jun-24,177,2024
Kia,Carens,,,1556615.21,Nov-19,123,2021
BMW,3 Series,,,2220399.802,Jun-19,725,2022
Mercedes,GLA,,,1978556.506,Jul-21,826,2020
Mahindra,Thar,,,2224692.635,Feb-25,947,2023
Maruti Suzuki,Invicto,Petrol,Automatic,2527974.839,"Aug, 2024",946,2020
Skoda,Superb,Petrol,Automatic,5387990.11,"Oct, 2024",59,2019
Hyundai,Creta,,,502716.6266,Mar-23,381,2021
Honda,Accord,,,1439303.788,Feb-25,130,2018
Mercedes,C-Class,,,2654156.979,Jul-22,803,2019
BMW,X1,,,1736397.796,Sep-24,512,2022
Tata,Altroz,,,1356873.027,Jul-19,649,2023
Tata,Nexon,Petrol + 2,"Manual, Automatic",806620.1742,"Dec, 2024",891,2018
Kia,Sonet,,,3026002.115,Feb-23,763,2021
Tata,Nexon,,,3418374.427,Jan-18,647,2022
Honda,CR-V,,,590365.3098,Jul-21,277,2024
BMW,X1,,,539985.8937,Mar-21,50,2022
BMW,3 Series,,,425123.0046,May-22,571,2025
Honda,Accord,,,2808455.241,Dec-22,434,2025
Hyundai,Alcazar,"Diesel, Petrol","Manual, Automatic",1551159.87,"Oct, 2024",705,2019
Maruti,Brezza,,,559198.8584,Mar-23,287,2020
BMW,X5,,,3382815.721,Dec-25,283,2021
Tata,Nexon,,,2286562.789,Apr-21,896,2021
Toyota,Camry 2022-2023,Petrol,Automatic,4610342.584,"Oct, 2024",771,2023
Maruti,Swift,,,2725678.562,Mar-18,799,2021
Mahindra,XUV500,,,1793743.628,Mar-20,570,2022
Maruti Suzuki,XL6,"CNG, Petrol","Manual, Automatic",1152457.752,"Nov, 2024",969,2019
Toyota,Fortuner,,,3300237.551,Aug-20,54,2021
Ford,Endeavour,,,3408342.098,May-23,471,2025
Ford,EcoSport,,,749881.712,Oct-21,102,2022
BMW,X1,,,1122694.879,Dec-25,876,2024
BMW,3 Series,,,2878003.006,May-20,931,2018
Tata,Nexon,,,2691583.607,Jun-18,321,2022
Mahindra,Scorpio,,,3980586.032,Nov-25,375,2022
Mahindra,Thar,,,1704803.984,Aug-25,494,2020
Hyundai,i20,,,1850709.458,Jun-20,383,2018
Mercedes,E-Class,,,3350649.553,Jan-21,914,2024
Mercedes,C-Class,,,2309338.77,Mar-23,612,2020
Honda,Accord,,,3517588.413,Dec-24,927,2022
Ford,EcoSport,,,3089258.906,Nov-18,915,2023
Hyundai,i20,,,1945157.816,Sep-18,707,2025
Hyundai,i20,,,3493875.711,Jun-23,869,2021
Mercedes,C-Class,,,3948038.829,Apr-25,622,2019
Tata,Nexon,,,3681660.077,May-18,850,2023
Tata,Harrier,Diesel,"Manual, Automatic",1516346.886,"Nov, 2024",862,2018
Honda,Civic,,,1394711.943,Nov-23,694,2025
Hyundai,Creta,,,3933832.035,Jan-18,193,2023
Kia,Sonet,,,1250185.218,Aug-25,985,2020
BMW,3 Series,,,514326.4587,Nov-23,147,2020
Toyota,Corolla,,,2180833.687,Jun-22,690,2020
Kia,Carens,,,3182050.647,Feb-20,506,2019
Toyota,Corolla,,,2648131.384,Mar-19,333,2018
Ford,Endeavour,,,1059160.667,Aug-18,239,2023
Maruti,Brezza,,,1866354.35,Jul-25,883,2024
BMW,X1,,,662110.8766,May-21,289,2022
Kia,Seltos,,,3230670.24,Dec-18,871,2025
Kia,Carens,,,3641658.548,Nov-25,546,2019
Mahindra,Thar,,,878573.1584,Oct-20,179,2021
BMW,3 Series,,,1138611.842,Mar-20,77,2019
Kia,Seltos,,,1503439.911,Dec-18,152,2018
Kia,Carens,,,1317127.644,Apr-23,796,2025
BMW,X5,,,434051.8312,Jun-24,960,2021
Skoda,Slavia,Petrol,"Manual, Automatic",1059137.106,"Sep, 2024",378,2025
Toyota,Corolla,,,826994.9583,Feb-20,203,2018
Toyota,Camry,,,3001705.327,Feb-20,632,2019
Kia,Seltos,,,2311894.578,Jun-23,769,2021
Tata,Harrier,Diesel,"Manual, Automatic",1508233.503,"Aug, 2024",877,2019
Toyota,Fortuner,,,3692446.768,Jul-23,275,2018
Ford,Figo,,,2023085.484,Dec-25,219,2018
Hyundai,i10,,,1746648.436,Apr-20,98,2019
Toyota,Camry,,,2342188.417,Dec-23,640,2021
Maruti,Baleno,,,554551.2854,Oct-20,647,2018
Maruti Suzuki,Brezza,"CNG, Petrol","Manual, Automatic",800820.0045,"Sep, 2024",344,2022
Toyota,Urban Cruiser Hyryder,"CNG, Petrol","Manual, Automatic",1083961.816,"Oct, 2024",247,2025
Ford,Figo,,,927168.486,May-18,904,2022
Mahindra,XUV500,,,3090891.384,May-21,615,2019
Maruti,Swift,,,3680179.992,Mar-18,236,2023
Mahindra,Marazzo,Diesel,Manual,1412171.418,"Oct, 2024",614,2022
Kia,Sonet,,,973073.5158,Jun-20,223,2018
Maruti,Baleno,,,3729947.109,Feb-20,767,2023
BMW,3 Series,,,2887452.007,May-20,188,2023
Citroen,eC3,Unknown,Unknown,1188008.579,"Oct, 2024",911,2019
Maruti,Brezza,,,583369.3054,Mar-23,262,2020
Mercedes,E-Class,,,3038144.746,Mar-21,947,2018
Mercedes,E-Class,,,2984501.299,Aug-18,998,2025
Kia,Sonet,,,2875432.844,Jun-19,572,2020
Hyundai,i10,,,949032.6477,Aug-22,264,2022
Maruti,Baleno,,,2036338.888,Oct-23,874,2019
Mercedes,GLA,,,2767733.109,Jan-19,338,2018
Mahindra,KUV 100 NXT,Petrol,Manual,617912.9027,"Dec, 2022",51,2022
Volkswagen,Virtus,Petrol,"Manual, Automatic",1143101.384,"Nov, 2024",280,2019
Honda,Civic,,,1280543.408,Jan-25,993,2024
Mercedes,E-Class,,,2124110.882,Nov-22,411,2024
Hyundai,i10,,,2854450.897,Jul-20,98,2019
Tata,Altroz,,,2736667.67,Aug-25,803,2025
Toyota,Camry 2022-2023,Petrol,Automatic,4639325.964,"Aug, 2024",713,2024
Mercedes,C-Class,,,3098900.174,Nov-24,446,2020
Mercedes,C-Class,,,2211396.75,Mar-25,936,2019
Mercedes,C-Class,,,2295191.424,Sep-25,805,2023
Tata,Harrier,,,2301237.513,Sep-20,815,2018
Toyota,Fortuner,,,2528322.773,May-24,663,2024
Toyota,Fortuner,,,3162586.298,Jan-25,581,2025
Hyundai,i20,,,2460575.993,Jul-23,442,2018
Jeep,Compass,Diesel,"Manual, Automatic",1916376.978,"Dec, 2024",354,2024
BMW,X1,,,1254241.411,Jan-20,386,2021
Toyota,Innova Hycross,Petrol,Automatic,1899391.429,"Dec, 2024",647,2023
Maruti Suzuki,Celerio,"CNG, Petrol","Manual, Automatic",548979.6851,"Sep, 2024",923,2021
Hyundai,i10,,,3946236.613,Aug-25,887,2020
Mahindra,Scorpio,,,2143835.083,Jan-22,362,2025
Mercedes,C-Class,,,760314.2166,Apr-24,86,2024
Hyundai,i20,,,1139121.81,Mar-22,423,2021
Citroen,eC3,Unknown,Unknown,1128445.855,"Dec, 2024",71,2023
Mahindra,XUV500,,,2457012.707,Dec-22,696,2018
Kia,Carens,,,1951727.418,Aug-22,725,2019
Kia,Sonet,,,3351435.809,Apr-21,663,2023
Ford,Endeavour,,,711406.358,Jan-18,485,2025
Honda,CR-V,,,545557.0176,Feb-18,441,2025
Citroen,Basalt,Petrol,"Manual, Automatic",784531.4561,"Oct, 2024",111,2022
MG,Hector,"Diesel, Petrol","Manual, Automatic",1358009.471,"Nov, 2024",663,2020
Kia,Seltos,,,3182023.495,Feb-18,345,2020
Hyundai,Creta 2018-2023,"Diesel, Petrol","Manual, Automatic",1095505.257,"Dec, 2023",751,2019
Honda,CR-V,,,1825747.87,Dec-22,247,2018
Honda,Civic,,,2274708.975,Apr-25,423,2022
Mahindra,XUV500,,,1384568.121,Nov-24,881,2023
Kia,Sonet 2020-2023,"Diesel, Petrol","Manual, Automatic",791905.2524,"Sep, 2023",178,2018
Toyota,Hilux,Diesel,"Manual, Automatic",3050456.828,"Nov, 2024",681,2023
Mercedes,C-Class,,,2659942.151,Jul-22,786,2025
Kia,Sonet,,,1516654.617,Jun-20,727,2025
Mahindra,Thar,,,2071665.789,Aug-19,969,2021
Toyota,Corolla,,,2014638.071,Jun-22,543,2020
Maruti Suzuki,Invicto,Petrol,Automatic,2494825.731,"Nov, 2024",409,2018
Mercedes,GLA,,,1702284,Mar-25,468,2024
Nissan,Magnite 2020-2023,Petrol,"Manual, Automatic",583301.3521,"Aug, 2024",186,2021
Nissan,X-Trail,Petrol,Automatic,5002025.013,"Sep, 2024",934,2020
Mercedes,E-Class,,,2844838.354,Feb-20,899,2022
Maruti,Baleno,,,2076499.419,Jun-24,305,2024
Mercedes,E-Class,,,3015258.78,Aug-18,660,2022
Ford,EcoSport,,,3451282.108,Sep-25,416,2018
Kia,Seltos,,,2837996.881,Mar-25,665,2021
Mercedes,GLA,,,3423813.657,Aug-22,207,2022
Toyota,Fortuner,,,3858655.528,Jun-24,248,2019
BMW,X1,,,3528428.735,Dec-22,494,2019
Hyundai,i10,,,1331978.66,Feb-24,237,2019
Mercedes,C-Class,,,668750.0733,Feb-21,814,2024
BMW,3 Series,,,1846406.956,Nov-23,287,2021
Maruti Suzuki,Eeco,"CNG, Petrol",Manual,573040.8187,"Sep, 2024",574,2020
Citroen,Aircross,Petrol,"Manual, Automatic",847670.7452,"Nov, 2024",852,2023
Ford,Figo,,,3027022.592,Jan-19,588,2019
Maruti,Baleno,,,3337847.205,Nov-22,762,2022
Maruti,Baleno,,,1220758.339,Dec-20,146,2023
Hyundai,Creta,,,1561261.098,Jul-20,686,2019
Kia,Seltos,,,1483235.681,Feb-24,674,2021
Ford,Endeavour,,,2583278.124,Aug-22,850,2025
Honda,CR-V,,,1427705.918,Mar-22,657,2022
Hyundai,Creta,,,412348.2123,Apr-24,680,2020
Tata,Altroz,,,1380755.962,May-22,264,2024
Ford,EcoSport,,,2415318.595,Aug-21,914,2018
Ford,EcoSport,,,588776.2597,Dec-25,892,2021
Maruti,Swift,,,3959188.473,Nov-23,503,2025
Toyota,Fortuner,,,3366798.992,May-19,430,2018
Hyundai,Creta,"Diesel, Petrol","Manual, Automatic",1076826.855,"Nov, 2024",210,2019
Tata,Harrier,,,3181486.551,May-23,550,2020
Ford,Figo,,,3349275.374,Jun-21,208,2020
Ford,Endeavour,,,2205471.396,Dec-19,788,2022
Maruti Suzuki,Alto K10,"CNG, Petrol","Manual, Automatic",382544.9484,"Nov, 2024",538,2025
Honda,Civic,,,1410506.308,May-19,996,2019
Ford,Figo,,,2298326.428,Jun-25,503,2021
Maruti Suzuki,FRONX,"CNG, Petrol","Manual, Automatic",755263.9601,"Dec, 2024",284,2019
Hyundai,i20,,,1066024.467,Nov-25,984,2019
Mercedes,E-Class,,,3853971.716,Jan-22,994,2021
Kia,Seltos,,,2335512.675,Jun-23,792,2022
Hyundai,i20,,,1324402.001,Mar-24,789,2022
Mercedes,E-Class,,,3569008.018,Dec-18,321,2020
Honda,Civic,,,1337537.585,Jan-25,925,2025
Mercedes,E-Class,,,2909715.746,Mar-25,736,2025
Mahindra,Thar,,,3852328.62,Jul-18,449,2020
Toyota,Rumion,"CNG, Petrol","Manual, Automatic",1033083.842,"Dec, 2024",356,2025
Mercedes,C-Class,,,1192808.101,Oct-20,708,2021
Kia,Seltos,"Diesel, Petrol","Manual, Automatic",1104930.055,"Nov, 2024",59,2023
Tata,Nexon,,,3123190.516,Feb-21,560,2019
Maruti Suzuki,Alto,"CNG, Petrol",Manual,367851.7877,"Sep, 2023",777,2021
Maruti Suzuki,Ignis,Petrol,"Manual, Automatic",547495.1981,"Dec, 2024",702,2021
Hyundai,i20,,,1108585.274,Dec-25,81,2023
Mercedes,GLA,,,2417140.452,Sep-23,96,2018
Hyundai,Creta 2018-2023,"Diesel, Petrol","Manual, Automatic",1093197.722,"Dec, 2023",253,2023
Hyundai,Verna,Petrol,"Manual, Automatic",1094459.482,"Aug, 2024",161,2023
Hyundai,i10,,,1309535.433,Dec-23,116,2025
Mercedes,GLA,,,448941.09,Sep-24,261,2018
Tata,Nexon,,,1834836.95,Jun-24,63,2021
BMW,X5,,,1830721.671,Apr-25,167,2022
Mercedes,GLA,,,1452725.8,Jul-21,240,2022
Hyundai,Tucson,"Diesel, Petrol",Automatic,2884231.135,"Dec, 2024",318,2018
Mahindra,Thar,,,1386309.647,May-23,938,2020
Honda,Civic,,,3528108.476,Aug-20,835,2018
Hyundai,i20,,,2925876.8,Jul-24,127,2018
Kia,Seltos,,,1605026.824,Mar-19,793,2023
BMW,3 Series,,,2678530.054,Nov-22,795,2020
Honda,CR-V,,,1261727.186,Jun-20,666,2022
BMW,X1,,,3920820.009,May-18,558,2024
BMW,X5,,,3579748.76,Jun-22,453,2020
Kia,Carens,,,3265409.539,Jun-24,254,2018
Mahindra,XUV 3XO,"Diesel, Petrol","Manual, Automatic",741312.0163,"Sep, 2024",440,2019
Honda,CR-V,,,1027369.384,Jun-24,331,2021
Toyota,Camry,,,2207524.131,Jun-24,112,2018
Mahindra,Thar,,,474660.1197,Sep-21,59,2022
Kia,Carens,"Diesel, Petrol","Manual, Automatic",1056742.854,"Aug, 2024",697,2020
Mercedes,GLA,,,542714.4329,Aug-25,406,2020
MG,Gloster,Diesel,Automatic,3916109.489,"Oct, 2024",356,2025
Honda,City,Petrol,"Manual, Automatic",1209369.703,"Oct, 2024",352,2018
Toyota,Fortuner,,,1156689.651,Sep-25,579,2020
Mahindra,Scorpio,,,1755262.23,Jun-21,964,2020
Volkswagen,Virtus,Petrol,"Manual, Automatic",1149934.244,"Dec, 2024",739,2020
Maruti,Brezza,,,2346172.804,Aug-21,966,2025
BMW,X5,,,3004133.755,Aug-23,652,2021
Toyota,Glanza,"CNG, Petrol","Manual, Automatic",664472.9116,"Oct, 2024",509,2020
Tata,Altroz,,,920944.3726,Mar-25,541,2018
Maruti,Baleno,,,2402462.093,Nov-25,683,2025
Maruti,Swift,,,1150570.643,Jun-21,116,2020
Tata,Curvv,"Diesel, Petrol","Manual, Automatic",1033499.899,"Oct, 2024",875,2024
Maruti,Baleno,,,3826074.928,Jan-24,828,2023
Toyota,Camry,,,1132804.515,Feb-22,286,2025
Honda,CR-V,,,3536314.945,Aug-25,142,2024
MG,Windsor EV,Unknown,Automatic,1442322.661,"Oct, 2024",921,2018
Tata,Altroz,,,3484560.465,Jul-24,489,2023
Mahindra,Bolero,Diesel,Manual,968579.198,"Aug, 2024",807,2025
Tata,Safari,Diesel,"Manual, Automatic",1590024.839,"Oct, 2024",936,2025
Mercedes,E-Class,,,2872501.714,Nov-24,439,2018
Hyundai,i20,,,2691222.806,Apr-19,67,2020
Tata,Altroz,,,2885746.054,Jul-20,374,2021
Mercedes,C-Class,,,1906782.654,Aug-19,456,2018
Tata,Safari,Diesel,"Manual, Automatic",1530208.118,"Nov, 2024",793,2022
Hyundai,Venue,"Diesel, Petrol","Manual, Automatic",804828.4247,"Dec, 2024",570,2023
Maruti,Brezza,,,1654488.469,Feb-23,241,2018
Mahindra,Scorpio,,,2342270.347,Oct-22,376,2025
Maruti,Baleno,,,1680390.482,Jul-22,137,2019
Kia,Sonet,,,2259568.543,Aug-25,968,2020
Mahindra,XUV300,"Diesel, Petrol","Manual, Automatic",791470.1858,"Apr, 2024",295,2023
Hyundai,Grand i10 Nios,"CNG, Petrol","Manual, Automatic",572066.4969,"Nov, 2024",483,2025
Mercedes,E-Class,,,1978975.362,Jan-21,166,2019
Mahindra,XUV500,,,2076102.183,Nov-21,688,2020
Maruti Suzuki,Grand Vitara,"CNG, Petrol","Manual, Automatic",1108233.74,"Dec, 2024",198,2024
Tata,Nexon,,,2949854.569,Jul-24,869,2022
BMW,X1,,,3400549.754,Apr-23,818,2024
Ford,EcoSport,,,3071898.322,Mar-18,541,2024
BMW,X5,,,2330170.467,May-24,182,2024
Hyundai,Creta,,,594034.8668,Sep-25,632,2023
Hyundai,Creta,,,1819580.324,Mar-22,318,2020
Ford,Figo,,,736893.423,Feb-23,591,2020
Nissan,Magnite 2020-2023,Petrol,"Manual, Automatic",622288.741,"May, 2024",316,2025
Toyota,Innova Hycross,Petrol,Automatic,1827221.029,"Sep, 2024",218,2023
Mahindra,Thar,,,550972.4247,Jul-23,324,2019
Mahindra,Thar,,,2872093.721,Jul-23,504,2018
Toyota,Corolla,,,984460.5573,Apr-18,657,2025
Mahindra,Thar,,,1453952.958,Sep-22,459,2021
Hyundai,i10,,,1216239.711,Aug-22,496,2025
Toyota,Fortuner,,,1135621.723,Dec-22,973,2019
Toyota,Fortuner,,,3451823.906,Jan-21,421,2025
Hyundai,Verna,Petrol,"Manual, Automatic",1102711.437,"Nov, 2024",95,2023
Hyundai,Creta,,,592598.8547,Jan-22,969,2021
Tata,Harrier,,,1979063.377,Jul-22,231,2025
Toyota,Fortuner,,,1979095.632,Dec-25,526,2018
Honda,CR-V,,,2098592.287,Mar-20,233,2025
Citroen,Aircross,Petrol,"Manual, Automatic",837231.8452,"Sep, 2024",350,2020
BMW,X5,,,2435612.109,Jul-22,755,2025
BMW,3 Series,,,1355186.561,Jun-21,257,2019
Maruti,Swift,,,803428.757,Feb-18,231,2022
Honda,CR-V,,,1853323.727,Dec-22,565,2020
Kia,Seltos,,,2106995.016,Mar-21,410,2022
Hyundai,IONIQ 5,Unknown,Unknown,4618805.522,"Dec, 2024",721,2020
Toyota,Camry,,,3059144.641,Sep-23,913,2019
Kia,Sonet,,,1256309.317,Aug-25,402,2021
Tata,Harrier,,,2513515.587,Feb-19,397,2023
